siren,siret_siege,nom_entreprise,personne_morale,entreprise_cessee,statut_rcs,forme_juridique,categorie_juridique,code_naf,libelle_code_naf,domaine_activite,tranche_effectif,effectif_min,effectif_max,annee_effectif,date_creation,ville,code_postal,code_commune,adresse_ligne_1,adresse_ligne_2,departement
335308052,33530805200018,LAUREGE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,81.21Z,Nettoyage courant des bâtiments,Services relatifs aux bâtiments et aménagement paysager,21,50,99,2022,1986-04-01,PARIS,75018,75118,22 B RUE TOURLAQUE,,75
389559212,38955921200029,CONGRES MAILLOT,True,0,Inscrit,"SAS, société par actions simplifiée",5710,56.10A,Restauration traditionnelle,Restauration,21,50,99,2022,1992-12-30,PARIS,75017,75117,80 AVENUE DE LA GRANDE ARMEE,,75
784329161,78432916100011,CERCLE DE L UNION INTERALLIEE,True,0,Non inscrit,Association déclarée,9220,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives,21,50,99,2022,1900-01-01,PARIS,75008,75108,33 RUE DU FAUBOURG SAINT-HONORE,,75
527931240,52793124000032,GUARANI,True,0,Inscrit,"SAS, société par actions simplifiée",5710,62.02A,Conseil en systèmes et logiciels informatiques,"Programmation, conseil et autres activités informatiques",21,50,99,2023,2010-10-21,LYON,69001,69381,7 QUAI JEAN MOULIN,,75
197534787,19753478700043,ENC ECOLE NATIONALE DES CHARTES,True,0,Non inscrit,Établissement public national à caractère scientifique culturel et professionnel,7383,85.42Z,Enseignement supérieur,Enseignement,22,100,199,2022,1965-08-01,PARIS,75002,75102,65 RUE DE RICHELIEU,,75
399155621,39915562100044,SERCO SARL,True,0,Inscrit,"SARL, société à responsabilité limitée",5499,25.62B,Mécanique industrielle,"Fabrication de produits métalliques, à l'exception des machines et des équipements",21,50,99,2022,1994-12-01,SAINT-GENIS-POUILLY,01630,01354,15 RUE LOUIS ET AUGUSTE LUMIERE,LE TECHNOPARC GESSEIN,75
801269978,80126997800012,SYNERGY FRANCE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,62.02A,Conseil en systèmes et logiciels informatiques,"Programmation, conseil et autres activités informatiques",21,50,99,2022,2014-03-21,LEZENNES,59260,59346,7 RUE LOUIS NEEL,SYNERGIE PARK,75
784656738,78465673800027,AMBASSADE D'AUSTRALIE,True,0,Non inscrit,"État, collectivité ou établissement public étranger",3210,99.00Z,Activités des organisations et organismes extraterritoriaux,Activités des organisations et organismes extraterritoriaux,21,50,99,2022,1900-01-01,PARIS,75015,75115,4 RUE JEAN REY,,75
612038679,61203867900108,GROUPE GALERIES LAFAYETTE SERVICES - GGL SERVICES,True,0,Inscrit,"SAS, société par actions simplifiée",5710,66.19B,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.",Activités auxiliaires de services financiers et d'assurance,22,100,199,2022,1961-01-01,PARIS,75009,75109,64 RUE DE PROVENCE,,75
811542430,81154243000020,NEXTPROD,True,0,Inscrit,"SAS, société par actions simplifiée",5710,60.20B,Édition de chaînes thématiques,Programmation et diffusion,32,250,499,2023,2015-04-27,PARIS 15,75015,75115,2 RUE DU GAL ALAIN DE BOISSIEU,,75
324593979,32459397900036,UFR UNITE FRATERNELLE DES REGIONS,True,0,Inscrit,Mutuelle,8210,65.12Z,Autres assurances,Assurance,22,100,199,2022,1982-01-18,LE ROBERT,97231,97222,CITE LA CROIX,,75
494283922,49428392200057,BDA FORMATION,True,0,Inscrit,"SARL, société à responsabilité limitée",5499,85.42Z,Enseignement supérieur,Enseignement,21,50,99,2023,2007-01-11,PARIS,75011,75111,55 RUE DE MONTREUIL,55-57,75
314283326,31428332600093,PV DISTRIBUTION,True,0,Inscrit,SA à conseil d'administration (s.a.i.),5599,79.12Z,Activités des voyagistes,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",21,50,99,2022,1978-01-01,PARIS,75019,75119,11 RUE DE CAMBRAI,ARTOIS ESPACE PONT FLANDRE,75
393123724,39312372400139,GEODIS D&E NORMANDIE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,52.29A,"Messagerie, fret express",Entreposage et services auxiliaires des transports,31,200,249,2022,1993-11-24,LEVALLOIS-PERRET,92300,92044,26 QUAI CHARLES PASQUA,ESPACE SEINE,75
395388325,39538832500015,HOTEL ET BAINS DU CAP CHABIAN,True,0,Inscrit,"SAS, société par actions simplifiée",5710,55.10Z,Hôtels et hébergement similaire,Hébergement,21,50,99,2022,1994-06-10,LE GRAU-DU-ROI,30240,30133,227 ROUTE DES MARINES,PORT CAMARGUE,75
562115212,56211521200077,JACOBI CARBONS FRANCE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,20.59Z,Fabrication d'autres produits chimiques n.c.a.,Industrie chimique,21,50,99,2022,1900-01-01,PARIS,75011,75111,261 BOULEVARD VOLTAIRE,,75
399922699,39992269900059,LA FRANCAISE REAL ESTATE MANAGERS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,66.30Z,Gestion de fonds,Activités auxiliaires de services financiers et d'assurance,22,100,199,2023,1995-01-31,PARIS,75006,75106,128 BOULEVARD RASPAIL,,75
379412919,37941291900050,MEDIAWAN RIGHTS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,59.13A,Distribution de films cinématographiques,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",21,50,99,2023,1990-09-03,PARIS,75007,75107,46 AVENUE DE BRETEUIL,,75
399318278,39931827800021,FIBRE EXCELLENCE SAINT-GAUDENS SAS,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,17.11Z,Fabrication de pâte à papier,Industrie du papier et du carton,32,250,499,2023,1994-12-02,SAINT-GAUDENS,31800,31483,BOULEVARD DU PRESIDENT SARAGAT,BP 202,75
542037031,54203703100185,ELSEVIER MASSON SAS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,58.11Z,Édition de livres,Édition,31,200,249,2022,1954-01-01,ISSY-LES-MOULINEAUX,92130,92040,65 RUE CAMILLE DESMOULINS,,75
393110903,39311090300084,LEAR CORPORATION FRANCE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,71.12B,"Ingénierie, études techniques",Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,21,50,99,2022,1993-11-22,VELIZY-VILLACOUBLAY,78140,78640,13 AVENUE MORANE SAULNIER,VELIZY ESPACE LE MERMOZ,75
493467989,49346798900015,GASCOGNE SACS,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,17.21C,Fabrication d'emballages en papier,Industrie du papier et du carton,32,250,499,2022,2006-12-12,MIMIZAN,40200,40184,70 RUE DE LA PAPETERIE,,75
487636409,48763640900053,FLUIGENT,True,0,Inscrit,"SAS, société par actions simplifiée",5710,26.51B,Fabrication d'instrumentation scientifique et technique,"Fabrication de produits informatiques, électroniques et optiques",21,50,99,2022,2005-11-29,LE KREMLIN-BICETRE,94270,94043,57 AVENUE DE FONTAINEBLEAU,57-77,75
478328107,47832810700139,VEJA FAIR TRADE S.A.R.L.,True,0,Inscrit,"SARL, société à responsabilité limitée",5499,46.90Z,Commerce de gros (commerce interentreprises) non spécialisé,"Commerce de gros, à l'exception des automobiles et des motocycles",32,250,499,2023,2004-08-23,PARIS,75010,75110,146 RUE DU FAUBOURG POISSONNIERE,,75
320459084,32045908400093,VIF,True,0,Inscrit,"SAS, société par actions simplifiée",5710,58.29C,Édition de logiciels applicatifs,Édition,32,250,499,2023,1980-11-01,LA CHAPELLE-SUR-ERDRE,44240,44035,10 RUE DE BRETAGNE,,75
477533921,47753392100060,SOPARTEX,True,0,Inscrit,"SAS, société par actions simplifiée",5710,46.69A,Commerce de gros (commerce interentreprises) de matériel électrique,"Commerce de gros, à l'exception des automobiles et des motocycles",22,100,199,2022,2004-06-22,FREPILLON,95740,95256,15 AVENUE ROLAND MORENO,,75
475682480,47568248000193,LINVOSGES,True,0,Inscrit,"SAS, société par actions simplifiée",5710,47.91B,Vente à distance sur catalogue spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",32,250,499,2023,1956-01-01,GERARDMER,88400,88196,6 PLACE DES DEPORTES,,75
490675774,49067577400023,STEF TRANSPORT VANNES,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,49.41A,Transports routiers de fret interurbains,Transports terrestres et transport par conduites,31,200,249,2022,2006-06-19,VANNES,56000,56260,RUE ALAIN GERBAULT,ZONE INDUSTRIELLE DU PRAT,75
349501676,34950167600028,CARMIGNAC GESTION,True,0,Inscrit,SA à conseil d'administration (s.a.i.),5599,66.30Z,Gestion de fonds,Activités auxiliaires de services financiers et d'assurance,22,100,199,2022,1989-01-23,PARIS,75001,75101,24 PLACE VENDOME,,75
438880957,43888095700040,TRAINING ORCHESTRA,True,0,Inscrit,SA à conseil d'administration (s.a.i.),5599,58.29C,Édition de logiciels applicatifs,Édition,21,50,99,2022,2001-09-01,PARIS,75008,75108,17 RUE DE MIROMESNIL,,75
341451763,34145176300039,CALQ,True,0,Inscrit,"SAS, société par actions simplifiée",5710,71.11Z,Activités d'architecture,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,22,100,199,2022,1986-01-01,PARIS,75002,75102,6 RUE DU SENTIER,,75
320366503,32036650300078,ASSE GROUPE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,64.30Z,Fonds de placement et entités financières similaires,"Activités des services financiers, hors assurance et caisses de retraite",22,100,199,2023,1980-09-01,L'ETRAT,42580,42092,589 RUE DE VERDUN,,75
309600088,30960008800046,GINGER SOFRECO,True,0,Inscrit,"SAS, société par actions simplifiée",5710,71.12B,"Ingénierie, études techniques",Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,22,100,199,2023,1977-01-01,CLICHY,92110,92024,92 BOULEVARD VICTOR HUGO,92-98,75
400089538,40008953800203,CARRE BLANC BOUTIQUES,True,0,Inscrit,"SAS, société par actions simplifiée",5710,47.51Z,Commerce de détail de textiles en magasin spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",22,100,199,2023,1995-02-01,PARIS,75008,75108,12 ROND-POINT DES CHAMPS ELYSEES-MARCEL DASSAULT,12 A 14,75
410943948,41094394800092,JPEE JP ENERGIE ENVIRONNEMENT,True,0,Inscrit,"SAS, société par actions simplifiée",5710,64.20Z,Activités des sociétés holding,"Activités des services financiers, hors assurance et caisses de retraite",22,100,199,2023,1997-02-15,SAINT-CONTEST,14280,14566,12 RUE MARTIN LUTHER KING,,75
775741440,77574144000140,STRICHER,True,0,Inscrit,"SAS, société par actions simplifiée",5710,77.12Z,Location et location-bail de camions,Activités de location et location-bail,31,200,249,2023,1964-01-01,MONTREUIL,93100,93048,283 RUE DE ROSNY,283 A 287,75
388212698,38821269800095,ARP ASTRANCE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,71.12B,"Ingénierie, études techniques",Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,21,50,99,2022,1992-08-03,PARIS,75011,75111,1 B AVENUE DE LA REPUBLIQUE,,75
508372927,50837292700014,104 CENT QUATRE,True,0,Non inscrit,Établissement public local à caractère industriel ou commercial,4140,90.04Z,Gestion de salles de spectacles,"Activités créatives, artistiques et de spectacle",22,100,199,2022,2008-09-23,PARIS,75019,75119,104 RUE D'AUBERVILLIERS,,75
443685573,44368557300034,ENOVACOM,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,47.41Z,"Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé","Commerce de détail, à l'exception des automobiles et des motocycles",32,250,499,2022,2002-10-02,MARSEILLE,13008,13208,521 AVENUE DU PRADO,,75
503891822,50389182200010,LES JARDINS D' IROISE DE PARIS 13 EME,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,87.10A,Hébergement médicalisé pour personnes âgées,Hébergement médico-social et social,21,50,99,2022,2008-03-01,PARIS,75013,75113,19 B RUE DE DOMREMY,,75
415391515,41539151500012,PPMC,True,0,Inscrit,"SAS, société par actions simplifiée",5710,14.19Z,Fabrication d'autres vêtements et accessoires,Industrie de l'habillement,21,50,99,2022,1998-01-01,SAINT-PHILIBERT,56470,56233,ZA DE KERRAN,Z A DE KERRAN,75
854800422,85480042200073,RE-CYCLES FRANCE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,30.91Z,Fabrication de motocycles,Fabrication d'autres matériels de transport,22,100,199,2022,1954-01-01,ROMILLY-SUR-SEINE,10100,10323,161 RUE GABRIEL PERI,,75
455203893,45520389300090,DUCLOT,True,0,Inscrit,"SAS, société par actions simplifiée",5710,46.34Z,Commerce de gros (commerce interentreprises) de boissons,"Commerce de gros, à l'exception des automobiles et des motocycles",22,100,199,2022,1955-01-01,PARIS,75017,75117,10 AVENUE DE LA GRANDE ARMEE,4-10,75
612038919,61203891900074,VITRY FRERES,True,0,Inscrit,SA à conseil d'administration (s.a.i.),5599,25.71Z,Fabrication de coutellerie,"Fabrication de produits métalliques, à l'exception des machines et des équipements",22,100,199,2022,1961-01-01,PARIS,75016,75116,32 AVENUE KLEBER,32-34,75
379065758,37906575800094,HOPPEN FRANCE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,77.29Z,Location et location-bail d'autres biens personnels et domestiques,Activités de location et location-bail,31,200,249,2022,1990-08-20,CESSON-SEVIGNE,35510,35051,3 AVENUE DE BELLE FONTAINE,BATIMENT ENERGIES B2,75
883502197,88350219700063,BEANSTOCK,True,0,Inscrit,"SAS, société par actions simplifiée",5710,70.10Z,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,21,50,99,2022,2020-05-19,PARIS,75002,75102,9 RUE DES COLONNES,,75
801157256,80115725600034,CLICKANDBOAT,True,0,Inscrit,"SAS, société par actions simplifiée",5710,63.12Z,Portails Internet,Services d'information,21,50,99,2022,2014-03-16,BOULOGNE BILLANCOURT,92100,92012,QUAI DU 4 SEPTEMBRE,PENICHE WEST RIVER,75
315013557,31501355700097,SOCIETE D'ENQUETES ET SONDAGES,True,0,Inscrit,"EURL, entreprise unipersonnelle à responsabilité limitée",5498,73.20Z,Études de marché et sondages,Publicité et études de marché,21,50,99,2022,1979-01-01,PARIS,75008,75108,10 RUE DE LA PEPINIERE,,75
838166767,83816676700056,MG YURI & NEIL,True,0,Inscrit,"SAS, société par actions simplifiée",5710,70.21Z,Conseil en relations publiques et communication,Activités des sièges sociaux ; conseil de gestion,21,50,99,2023,2018-01-05,LEVALLOIS-PERRET,92300,92044,16 RUE RIVAY,16-18,75
383463718,38346371800023,KOMATSU FRANCE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,46.63Z,"Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil","Commerce de gros, à l'exception des automobiles et des motocycles",22,100,199,2022,1991-10-30,AUBERGENVILLE,78410,78029,21 RUE DU CLOS REINE,021-029,75
824092605,82409260500032,NIGHTLINE FRANCE,True,0,Non inscrit,Association déclarée,9220,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives,21,50,99,2023,2016-09-06,PARIS,75009,75109,46 RUE DE DOUAI,,75
488331331,48833133100048,THAI UNION EUROPE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,70.22Z,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,21,50,99,2022,2006-01-26,ISSY-LES-MOULINEAUX,92130,92040,3 ESP DU FONCET,,75
317705614,31770561400053,DRLW ARCHITECTES,True,0,Inscrit,"EURL, entreprise unipersonnelle à responsabilité limitée",5498,71.11Z,Activités d'architecture,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,21,50,99,2022,1980-01-01,MULHOUSE,68200,68224,32 RUE VICTOR SCHOELCHER,,75
891624884,89162488400054,ELECTRA,True,0,Inscrit,"SAS, société par actions simplifiée",5710,35.14Z,Commerce d'électricité,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",22,100,199,2023,2020-11-11,PARIS,75002,75102,104 RUE DE RICHELIEU,,75
784328643,78432864300019,LA FERMETTE MARBEUF,True,0,Inscrit,"SAS, société par actions simplifiée",5710,56.10A,Restauration traditionnelle,Restauration,21,50,99,2022,1959-01-01,PARIS,75008,75108,5 RUE MARBEUF,,75
538491622,53849162200030,DAVRICOURT,True,0,Inscrit,"SAS, société par actions simplifiée",5710,71.12B,"Ingénierie, études techniques",Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,31,200,249,2022,2011-11-24,LEVALLOIS-PERRET,92300,92044,6 RUE DU PARC,,75
823128632,82312863200028,JUNTO,True,0,Inscrit,"SAS, société par actions simplifiée",5710,70.22Z,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,21,50,99,2022,2016-10-10,PARIS,75002,75102,20 RUE SAINT-FIACRE,,75
822643771,82264377100048,STS PLASTICS,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,29.32Z,Fabrication d'autres équipements automobiles,Industrie automobile,31,200,249,2023,2016-09-19,SAINT-DESIRAT,07340,07228,ZONE INDUSTRIELLE,,75
572195683,57219568300022,OGEC NOTRE DAME DES OISEAUX NDO,True,0,Non inscrit,Association déclarée,9220,85.31Z,Enseignement secondaire général,Enseignement,22,100,199,2022,1900-01-01,PARIS,75016,75116,12 RUE MICHEL-ANGE,,75
815202262,81520226200029,INTEGRALE PREPA,True,0,Inscrit,"SAS, société par actions simplifiée",5710,85.42Z,Enseignement supérieur,Enseignement,21,50,99,2022,2015-10-01,PARIS,75008,75108,64 B RUE DU ROCHER,,75
390462448,39046244800049,ACENI SERVICES ASSOCIES,True,0,Inscrit,"SAS, société par actions simplifiée",5710,81.21Z,Nettoyage courant des bâtiments,Services relatifs aux bâtiments et aménagement paysager,22,100,199,2022,1993-02-26,ASNIERES-SUR-SEINE,92600,92004,14 IMPASSE LAVILLE,,75
431642057,43164205700043,TPCB SARL,True,0,Inscrit,"SARL, société à responsabilité limitée",5499,43.99C,Travaux de maçonnerie générale et gros œuvre de bâtiment,Travaux de construction spécialisés,21,50,99,2022,2000-05-19,EMERAINVILLE,77184,77169,65 B AVENUE DE L’EUROPE,,75
488306036,48830603600051,MON VOISIN PRODUCTIONS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,59.11A,Production de films et de programmes pour la télévision,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",21,50,99,2022,2006-01-24,PARIS,75007,75107,46 AVENUE DE BRETEUIL,,75
197506470,19750647000016,LYCEE GENERAL ET TECHNOLOGIQUE TURGOT,True,0,Non inscrit,Établissement public local d'enseignement,7331,85.31Z,Enseignement secondaire général,Enseignement,22,100,199,2022,1965-05-01,PARIS,75003,75103,69 RUE DE TURBIGO,,75
735750143,73575014300019,TOILES DE MAYENNE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,13.92Z,"Fabrication d'articles textiles, sauf habillement",Fabrication de textiles,21,50,99,2023,1957-01-01,SAINT-GEORGES-BUTTAVENT,53100,53219,FONTAINE DANIEL,,75
197543051,19754305100019,COLLEGE ANDRE CITROEN,True,0,Non inscrit,Établissement public local d'enseignement,7331,85.31Z,Enseignement secondaire général,Enseignement,21,50,99,2022,1990-12-17,PARIS,75015,75115,208 RUE SAINT-CHARLES,,75
429018922,42901892200048,A.P.S. ACTION PROPRETE ET SERVICES,True,0,Inscrit,"SAS, société par actions simplifiée",5710,81.22Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,Services relatifs aux bâtiments et aménagement paysager,31,200,249,2022,2000-01-11,PARIS,75019,75119,118 AVENUE JEAN JAURES,118-130,75
160000097,16000009700073,DGE DIRECTION DES GRANDES ENTREPRISES,True,0,Non inscrit,Service déconcentré à compétence nationale d'un ministère (hors Défense),7160,84.11Z,Administration publique générale,Administration publique et défense ; sécurité sociale obligatoire,32,250,499,2023,2001-01-01,ROMAINVILLE,93230,93063,56 AVENUE DE METZ,,75
382938009,38293800900125,GMDCO LES MAISONS DU VOYAGE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,79.12Z,Activités des voyagistes,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",22,100,199,2022,1991-09-05,PARIS,75015,75115,101 RUE DE L'ABBE GROULT,,75
784308926,78430892600038,IFRI INSTIT FRANC RELATIONS INTERNATIONALES,True,0,Non inscrit,Fondation,9300,72.20Z,Recherche-développement en sciences humaines et sociales,Recherche-développement scientifique,21,50,99,2022,1900-01-01,PARIS,75015,75115,27 RUE DE LA PROCESSION,,75
882236334,88223633400018,AX-PHARMA,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,82.99Z,Autres activités de soutien aux entreprises n.c.a.,Activités administratives et autres activités de soutien aux entreprises,21,50,99,2022,2020-03-01,PARIS,75008,75108,11 RUE TRONCHET,,75
444698948,44469894800015,MLM MUTUELLE LA MAYOTTE,True,0,Non inscrit,Mutuelle,8210,87.10B,Hébergement médicalisé pour enfants handicapés,Hébergement médico-social et social,32,250,499,2023,2002-06-18,MONTLIGNON,95680,95426,165 RUE DE PARIS,,75
775663966,77566396600015,ASS INSTITUT SAINTE GENEVIEVE,True,0,Non inscrit,Association déclarée,9220,85.31Z,Enseignement secondaire général,Enseignement,22,100,199,2022,1900-01-01,PARIS,75006,75106,64 RUE D'ASSAS,,75
434331237,43433123700066,MANHATTAN ASSOCIATES FRANCE,True,0,Inscrit,"SARL, société à responsabilité limitée",5499,62.02A,Conseil en systèmes et logiciels informatiques,"Programmation, conseil et autres activités informatiques",22,100,199,2022,2001-01-03,PUTEAUX,92800,92062,11 COURS VALMY,11-13-IMMEUBLE PACIFIC,75
434186862,43418686200059,VIF PERSPECTIVES,True,0,Non inscrit,"Association de droit local (Bas-Rhin, Haut-Rhin et Moselle)",9260,94.91Z,Activités des organisations religieuses,Activités des organisations associatives,22,100,199,2022,2001-01-02,MULHOUSE,68200,68224,2 RUE SCHLUMBERGER,,75
853573806,85357380600017,GOIKO GRILL FRANCIA SASU,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,56.10A,Restauration traditionnelle,Restauration,21,50,99,2023,2019-09-01,PARIS,75002,75102,17 RUE SAINT-FIACRE,17-21,75
494917081,49491708100064,SERVICES ANTARCTIQUE PREMS,True,0,Inscrit,"SARL, société à responsabilité limitée",5499,88.10A,Aide à domicile,Action sociale sans hébergement,22,100,199,2022,2007-03-15,BONDY,93140,93010,15 PLACE ALBERT THOMAS,,75
818582801,81858280100051,COMBO SAS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,62.01Z,Programmation informatique,"Programmation, conseil et autres activités informatiques",22,100,199,2022,2016-02-19,PARIS,75009,75109,32 RUE DE TREVISE,,75
403200280,40320028000028,SNC ROBOT COUPE TECHNOLOGIES,True,0,Inscrit,"SAS, société par actions simplifiée",5710,27.51Z,Fabrication d'appareils électroménagers,Fabrication d'équipements électriques,22,100,199,2022,1995-12-15,MONTCEAU-LES-MINES,71300,71306,12 AVENUE MARECHAL LECLERC,,75
432309144,43230914400025,MONTAIGNE INVEST,True,0,Inscrit,"SAS, société par actions simplifiée",5710,56.10A,Restauration traditionnelle,Restauration,22,100,199,2022,2000-07-18,PARIS,75008,75108,15 AVENUE MONTAIGNE,,75
529064578,52906457800154,EASY REPRISE,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,45.11Z,Commerce de voitures et de véhicules automobiles légers,Commerce et réparation d'automobiles et de motocycles,21,50,99,2022,2010-11-20,COURBEVOIE,92400,92026,4 PLACE DES VOSGES,IMMEUBLE LE LAVOISIER,75
781619937,78161993700118,AGRITEAM OUEST,True,0,Inscrit,"SAS, société par actions simplifiée",5710,46.61Z,Commerce de gros (commerce interentreprises) de matériel agricole,"Commerce de gros, à l'exception des automobiles et des motocycles",32,250,499,2022,1961-01-01,PARIS,75006,75106,127 RUE DE SEVRES,,75
430050336,43005033600055,SEPTEO SIJE,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,58.29C,Édition de logiciels applicatifs,Édition,21,50,99,2023,2000-03-03,COURBEVOIE,92400,92026,25 QUAI DU PRESIDENT PAUL DOUMER,,75
510238702,51023870200011,L.V.D.H,True,0,Inscrit,"SAS, société par actions simplifiée",5710,10.71D,Pâtisserie,Industries alimentaires,32,250,499,2023,2009-02-02,WASQUEHAL,59290,59646,31 B AVENUE DE LA MARNE,,75
442121893,44212189300022,MONOPANEL SAS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,24.33Z,Profilage à froid par formage ou pliage,Métallurgie,22,100,199,2023,2002-05-06,CHAUNY,02300,02173,RUE GEO LUFBERY,,75
378807820,37880782000022,M LEGO,True,0,Inscrit,"SAS, société par actions simplifiée",5710,24.44Z,Métallurgie du cuivre,Métallurgie,22,100,199,2022,1990-04-15,BOESSE-LE-SEC,72400,72038,RUE DU CUIVRE,USINE DE JUMEAUX,75
342706421,34270642100217,UNE PLANISPHERE ASSOCIATION AUTONOME DE CAMIONNAGE GLOBE EXPRESS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,52.29A,"Messagerie, fret express",Entreposage et services auxiliaires des transports,32,250,499,2023,1987-10-26,SAINT-THIBAULT-DES-VIGNES,77400,77438,5 RUE DE LA MARNE,,75
055500979,05550097900046,TISSAGES DENANTES,True,0,Inscrit,"SAS, société par actions simplifiée",5710,13.92Z,"Fabrication d'articles textiles, sauf habillement",Fabrication de textiles,21,50,99,2022,1955-01-01,VOIRON,38500,38563,ZI LES BLANCHISSERIES,,75
572142198,57214219800033,SMURFIT WESTROCK CELLULOSE DU PIN,True,0,Inscrit,"SAS, société par actions simplifiée",5710,17.12Z,Fabrication de papier et de carton,Industrie du papier et du carton,32,250,499,2022,1957-01-01,BIGANOS,33380,33051,ALLEE DES FOUGERES,,75
652005257,65200525700033,JEOL (EUROPE) SAS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,46.69B,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,"Commerce de gros, à l'exception des automobiles et des motocycles",21,50,99,2022,1965-01-01,CROISSY-SUR-SEINE,78290,78190,1 ALLEE DE GIVERNY,ESPACE CLAUDE MONET,75
483662482,48366248200056,CYBER GROUP STUDIOS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,59.11A,Production de films et de programmes pour la télévision,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",21,50,99,2022,2005-08-09,PARIS,75019,75119,2 RUE GASTON REBUFFAT,2-8,75
450980677,45098067700048,SAFIC ALCAN,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,46.75Z,Commerce de gros (commerce interentreprises) de produits chimiques,"Commerce de gros, à l'exception des automobiles et des motocycles",22,100,199,2022,2003-11-17,PUTEAUX,92800,92062,13 COURS VALMY,TOUR PACIFIC,75
531604411,53160441100037,LA COMPAGNIE DES ANIMAUX,True,0,Inscrit,"SAS, société par actions simplifiée",5710,63.11Z,"Traitement de données, hébergement et activités connexes",Services d'information,22,100,199,2023,2011-04-01,LYON,69007,69387,35 RUE DE MARSEILLE,,75
392451589,39245158900072,EUROPE EXPRESS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,52.29A,"Messagerie, fret express",Entreposage et services auxiliaires des transports,31,200,249,2022,1993-09-01,LIMEIL-BREVANNES,94450,94044,65 AVENUE DE VALENTON,,75
478444474,47844447400066,MYBESTPRO,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,62.02A,Conseil en systèmes et logiciels informatiques,"Programmation, conseil et autres activités informatiques",21,50,99,2022,2004-08-20,PARIS,75008,75108,75 RUE D'AMSTERDAM,,75
