siren,siret_siege,nom_entreprise,personne_morale,entreprise_cessee,statut_rcs,forme_juridique,categorie_juridique,code_naf,libelle_code_naf,domaine_activite,tranche_effectif,effectif_min,effectif_max,annee_effectif,date_creation,ville,code_postal,code_commune,adresse_ligne_1,adresse_ligne_2,departement
622018091,62201809100067,CEGELEASE,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,77.33Z,Location et location-bail de machines de bureau et de matériel informatique,Activités de location et location-bail,21,50,99,2022,1962-01-01,ENGLOS,59320,59195,1 ALLEE DU PROGRES,,75
789514619,78951461900061,ADIKTEEV,True,0,Inscrit,SA à conseil d'administration (s.a.i.),5599,62.02A,Conseil en systèmes et logiciels informatiques,"Programmation, conseil et autres activités informatiques",21,50,99,2022,2012-11-22,PARIS,75009,75109,51 RUE SAINT-GEORGES,,75
413367228,41336722800074,SHERPA ENGINEERING,True,0,Inscrit,SA à conseil d'administration (s.a.i.),5599,71.12B,"Ingénierie, études techniques",Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,21,50,99,2022,1997-08-01,NANTERRE,92000,92050,55 AVENUE DES CHAMPS PIERREUX,,75
340560846,34056084600032,2 I INTER INVESTISSEMENTS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,66.30Z,Gestion de fonds,Activités auxiliaires de services financiers et d'assurance,21,50,99,2022,1987-03-06,LONGPONT-SUR-ORGE,91310,91347,46 RUE DE VERDUN,,75
702053000,70205300000049,LSA COURTAGE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,66.22Z,Activités des agents et courtiers d'assurances,Activités auxiliaires de services financiers et d'assurance,21,50,99,2023,1970-01-01,RUEIL MALMAISON,92500,92063,18 RUE DES DEUX GARES,,75
333544153,33354415300617,M2I,True,0,Inscrit,SA à conseil d'administration (s.a.i.),5599,85.59B,Autres enseignements,Enseignement,32,250,499,2023,1985-08-14,COURBEVOIE,92400,92026,18 PLACE DES REFLETS,18-19 1ER ET 2EME ETAGES,75
517970158,51797015800039,SHARP DX FRANCE S.A.S.,True,0,Inscrit,"SAS, société par actions simplifiée",5710,62.02A,Conseil en systèmes et logiciels informatiques,"Programmation, conseil et autres activités informatiques",22,100,199,2023,2009-11-05,PARIS,75009,75109,27 RUE CATHERINE DE LA ROCHEFOUCAULD,,75
531231124,53123112400045,PREIM FRANCE PRAEMIA REIM FRANCE,True,0,Inscrit,SA à directoire (s.a.i.),5699,66.30Z,Gestion de fonds,Activités auxiliaires de services financiers et d'assurance,31,200,249,2023,2011-03-10,PARIS,75008,75108,36 RUE DE NAPLES,,75
420039059,42003905900043,ALTAYS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,58.29B,Édition de logiciels outils de développement et de langages,Édition,21,50,99,2023,1998-08-20,PARIS,75010,75110,3 CITE D'HAUTEVILLE,,75
750913634,75091363400044,SYNACKTIV,True,0,Inscrit,"SAS, société par actions simplifiée",5710,62.02A,Conseil en systèmes et logiciels informatiques,"Programmation, conseil et autres activités informatiques",22,100,199,2022,2012-04-11,PARIS,75002,75102,5 BOULEVARD MONTMARTRE,,75
810794610,81079461000065,EXPENSYA,True,0,Inscrit,"SAS, société par actions simplifiée",5710,62.01Z,Programmation informatique,"Programmation, conseil et autres activités informatiques",21,50,99,2022,2015-04-10,PARIS,75002,75102,33 RUE DU LOUVRE,,75
391338449,39133844900013,ENTREPRISE ROGER MARTIN,True,0,Inscrit,"SAS, société par actions simplifiée",5710,42.11Z,Construction de routes et autoroutes,Génie civil,32,250,499,2023,1993-05-03,DIJON,21000,21231,4 AVENUE JEAN BERTIN,PARC TECHNOLOGIQUE,75
510375835,51037583500467,IRISOLARIS,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,71.12B,"Ingénierie, études techniques",Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,22,100,199,2023,2009-01-27,ROUSSET,13790,13087,1200 AVENUE OLIVIER PERROY,BATIMENT F,75
753346410,75334641000040,TOSHIBA GLOBAL COMMERCE SOLUTIONS (FRANCE) SAS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,62.02B,Tierce maintenance de systèmes et d'applications informatiques,"Programmation, conseil et autres activités informatiques",22,100,199,2022,2012-08-08,RUEIL-MALMAISON,92500,92063,1 RUE EUGENE ET ARMAND PEUGEOT,1-5-IMMEUBLE COROSA,75
840364459,84036445900023,PAREF INVESTMENT MANAGEMENT,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,70.22Z,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,21,50,99,2022,2018-06-12,PARIS,75008,75108,153 BOULEVARD HAUSSMANN,,75
479824583,47982458300047,LAMINOIRS DES LANDES,True,0,Inscrit,"SAS, société par actions simplifiée",5710,24.10Z,Sidérurgie,Métallurgie,21,50,99,2022,2004-11-02,TARNOS,40220,40312,664 ROUTE DE LA BARRE,,75
385169248,38516924800015,SNTH SOC NOUVELLE DU TERRASS HOTEL,True,0,Inscrit,"SAS, société par actions simplifiée",5710,55.10Z,Hôtels et hébergement similaire,Hébergement,21,50,99,2022,1992-01-27,PARIS,75018,75118,12 RUE JOSEPH DE MAISTRE,,75
615680113,61568011300011,THG PARIS ETS TETARD HAUDIQUEZ GRISONI,True,0,Inscrit,"SAS, société par actions simplifiée",5710,28.14Z,Fabrication d'autres articles de robinetterie,Fabrication de machines et équipements n.c.a.,22,100,199,2022,1956-01-01,BETHENCOURT-SUR-MER,80130,80096,35 RUE TOURNIERE,,75
338431927,33843192700114,KAWNEER FRANCE SA,True,0,Inscrit,"SAS, société par actions simplifiée",5710,46.72Z,Commerce de gros (commerce interentreprises) de minerais et métaux,"Commerce de gros, à l'exception des automobiles et des motocycles",22,100,199,2022,1986-08-01,PARIS,75001,75101,23 RUE DU ROULE,,75
580201127,58020112700017,SADA SA DEFENSE ET D ASSURANCES,True,0,Inscrit,SA à directoire (s.a.i.),5699,65.12Z,Autres assurances,Assurance,22,100,199,2022,1958-01-01,NIMES,30000,30189,4 RUE SCATISSE,,75
388123069,38812306900261,LSN ASSURANCES,True,0,Inscrit,"SAS, société par actions simplifiée",5710,66.22Z,Activités des agents et courtiers d'assurances,Activités auxiliaires de services financiers et d'assurance,22,100,199,2023,1992-04-23,PARIS,75017,75117,39 RUE MSTISLAV ROSTROPOVITCH,,75
437653850,43765385000051,ALANTYS TECHNOLOGY,True,0,Inscrit,"SAS, société par actions simplifiée",5710,46.52Z,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,"Commerce de gros, à l'exception des automobiles et des motocycles",21,50,99,2022,2001-04-12,ARGENTEUIL,95100,95018,8 RUE JEAN POULMARCH,,75
353377328,35337732800060,ACTIS-AUDIT CONSEIL EXPERTISE COMPTABLE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,69.20Z,Activités comptables,Activités comptables,21,50,99,2022,1990-01-02,BESANCON,25000,25056,8 RUE MADELEINE BRES,,75
321921546,32192154600115,EDITIONS FLAMMARION,True,0,Inscrit,SA à conseil d'administration (s.a.i.),5599,58.11Z,Édition de livres,Édition,32,250,499,2022,1981-06-01,PARIS,75009,75109,82 RUE SAINT-LAZARE,,75
452972649,45297264900068,VAISALA FRANCE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,26.51B,Fabrication d'instrumentation scientifique et technique,"Fabrication de produits informatiques, électroniques et optiques",22,100,199,2023,2004-04-01,PARIS,75008,75108,43 RUE DE LIEGE,,75
522921634,52292163400179,SEPTEO HOSPITALITY SOLUTIONS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,58.29C,Édition de logiciels applicatifs,Édition,32,250,499,2023,2010-04-26,LATTES,34970,34129,194 AVENUE DE LA GARE SUD DE FRANCE,FONT DE LA BANQUIERE,75
803425404,80342540400040,PARTOO,True,0,Inscrit,"SAS, société par actions simplifiée",5710,58.29A,Édition de logiciels système et de réseau,Édition,32,250,499,2023,2014-06-30,PARIS,75018,75118,190 RUE CHAMPIONNET,,75
334416336,33441633600207,1SPATIAL FRANCE SAS,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,62.02A,Conseil en systèmes et logiciels informatiques,"Programmation, conseil et autres activités informatiques",21,50,99,2022,1986-01-01,PARIS 14,75014,75114,35 BOULEVARD ROMAIN ROLLAND,,75
480607894,48060789400031,XELYA,True,0,Inscrit,"SAS, société par actions simplifiée",5710,58.29A,Édition de logiciels système et de réseau,Édition,31,200,249,2023,2005-01-19,SAINT-CLOUD,92210,92064,1 RUE ROYALE,174 BUREAUX DE LA COLLINE,75
449434323,44943432300043,CLINIQUE DE CHAMPIGNY,True,0,Inscrit,"SARL, société à responsabilité limitée",5499,86.10Z,Activités hospitalières,Activités pour la santé humaine,22,100,199,2022,2003-06-03,CHAMPIGNY-SUR-MARNE,94500,94017,34 RUE DE VERDUN,,75
812525491,81252549100062,GTA ENERGIES,True,0,Inscrit,"SAS, société par actions simplifiée",5710,71.12B,"Ingénierie, études techniques",Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,21,50,99,2023,2015-07-06,CHARENTON-LE-PONT,94220,94018,1 PLACE DES MARSEILLAIS,,75
883981789,88398178900026,BVA,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,73.20Z,Études de marché et sondages,Publicité et études de marché,31,200,249,2022,2020-06-05,BALMA,31130,31044,75 RUE SAINT-JEAN,,75
399140193,39914019300448,APX INTEGRATION,True,0,Inscrit,"SAS, société par actions simplifiée",5710,62.02A,Conseil en systèmes et logiciels informatiques,"Programmation, conseil et autres activités informatiques",22,100,199,2022,1994-12-19,LA GARENNE-COLOMBES,92250,92035,6 BOULEVARD NATIONAL,6-26,75
302978739,30297873900019,PREVEAM,True,0,Non inscrit,Association déclarée,9220,86.21Z,Activité des médecins généralistes,Activités pour la santé humaine,21,50,99,2022,1900-01-01,PARIS,75001,75101,8 RUE MONTESQUIEU,,75
315030635,31503063500066,TESTO,True,0,Inscrit,"EURL, entreprise unipersonnelle à responsabilité limitée",5498,46.69B,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,"Commerce de gros, à l'exception des automobiles et des motocycles",21,50,99,2022,1979-01-01,FORBACH,57600,57227,19 RUE DES MARAICHERS,,75
453557746,45355774600055,RED BEE MEDIA FRANCE SAS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,59.12Z,"Post-production de films cinématographiques, de vidéo et de programmes de télévision","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",32,250,499,2022,2004-05-11,BOULOGNE-BILLANCOURT,92100,92012,23 RUE DU DOME,,75
833138290,83313829000014,SAVGRAM,True,0,Inscrit,"EURL, entreprise unipersonnelle à responsabilité limitée",5498,56.10C,Restauration de type rapide,Restauration,21,50,99,2022,2017-11-06,PARIS,75009,75109,94 RUE SAINT-LAZARE,,75
830251435,83025143500046,WECANDOO,True,0,Inscrit,"SAS, société par actions simplifiée",5710,63.12Z,Portails Internet,Services d'information,21,50,99,2022,2017-05-05,PARIS,75008,75108,128 RUE LA BOETIE,,75
321336208,32133620800285,AB INBEV FRANCE,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,46.34Z,Commerce de gros (commerce interentreprises) de boissons,"Commerce de gros, à l'exception des automobiles et des motocycles",31,200,249,2023,1981-03-01,LILLE,59800,59350,1 PLACE DE LA GARE (LILLE),,75
925420077,92542007700065,MATRA ELECTRONIQUE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,26.12Z,Fabrication de cartes électroniques assemblées,"Fabrication de produits informatiques, électroniques et optiques",32,250,499,2023,1973-01-01,LE PLESSIS-ROBINSON,92350,92060,1 AVENUE REAUMUR,,75
342526688,34252668800037,I.R.E.A.,True,0,Inscrit,"SAS, société par actions simplifiée",5710,43.29B,Autres travaux d'installation n.c.a.,Travaux de construction spécialisés,22,100,199,2022,1987-10-01,BAGNEUX,92220,92007,30 CHEMIN LATERAL,30 A 32,75
315249821,31524982100077,H.C.S HAVEA COMMERCIAL SERVICES,True,0,Inscrit,"SAS, société par actions simplifiée",5710,10.86Z,Fabrication d'aliments homogénéisés et diététiques,Industries alimentaires,22,100,199,2023,1979-01-01,MONTAIGU VENDEE,85600,85146,PARC D'ACTIVITE SUD LOIRE BOUFFE,BOUFFERE,75
444080774,44408077400151,ETUDIS,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,71.12A,Activité des géomètres,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,22,100,199,2023,2002-10-01,POITIERS,86000,86194,5 RUE EUGENE CHEVREUL,,75
708503719,70850371900153,BCB BUSINESS COIFFURE BEAUTE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,46.45Z,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,"Commerce de gros, à l'exception des automobiles et des motocycles",21,50,99,2023,1970-01-01,SAINT-ASTIER,24110,24372,ZA DU RODIER,,75
332642214,33264221400057,BAIN ET COMPAGNIE,True,0,Inscrit,Société en nom collectif,5202,70.22Z,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,32,250,499,2022,1985-05-10,PARIS,75016,75116,23 AVENUE KLEBER,23-25,75
844748020,84474802000022,CLINIQUE SAINT JOSEPH ANGOULEME,True,0,Inscrit,"SAS, société par actions simplifiée",5710,86.10Z,Activités hospitalières,Activités pour la santé humaine,22,100,199,2022,2018-12-19,ANGOULEME,16000,16015,51 AVENUE DU PRESIDENT WILSON,,75
399099803,39909980300294,CEMEX BETONS ILE DE FRANCE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,23.63Z,Fabrication de béton prêt à l'emploi,Fabrication d'autres produits minéraux non métalliques,22,100,199,2022,1994-11-14,RUNGIS,94150,94065,13 RUE DU CAPRICORNE,,75
552126807,55212680700098,VERRE ET METAL,True,0,Inscrit,"SAS, société par actions simplifiée",5710,43.32B,Travaux de menuiserie métallique et serrurerie,Travaux de construction spécialisés,21,50,99,2023,1955-01-01,BONNEUIL-SUR-MARNE,94380,94011,14 RUE DU MOULIN BATEAU,,75
330608290,33060829000012,SOCIETE HOTELIERE ET TOURISTIQUE SAN REGIS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,55.10Z,Hôtels et hébergement similaire,Hébergement,21,50,99,2022,1984-09-07,PARIS,75008,75108,12 RUE JEAN GOUJON,,75
798641999,79864199900049,CERTINERGY,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,71.12B,"Ingénierie, études techniques",Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,21,50,99,2023,2013-10-25,LA GARENNE-COLOMBES,92250,92035,67 RUE JULES FERRY,,75
604500496,60450049600160,BBA EMBALLAGES,True,0,Inscrit,"SAS, société par actions simplifiée",5710,46.76Z,Commerce de gros (commerce interentreprises) d'autres produits intermédiaires,"Commerce de gros, à l'exception des automobiles et des motocycles",31,200,249,2023,1960-01-01,SAINT-ETIENNE,42000,42218,3 RUE DENISE BASTIDE,ZI DU BARDOT,75
423541853,42354185300093,I VISION,True,0,Inscrit,"SAS, société par actions simplifiée",5710,62.02A,Conseil en systèmes et logiciels informatiques,"Programmation, conseil et autres activités informatiques",21,50,99,2023,1999-05-01,PARIS,75008,75108,29 RUE DE LISBONNE,,75
433893195,43389319500027,ORIONIS II,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,55.10Z,Hôtels et hébergement similaire,Hébergement,21,50,99,2023,2000-12-04,MAGNY-LE-HONGRE,77700,77268,RUE DE LA MARE HOULEUSE,,75
814849113,81484911300026,MY TRAFFIC,True,0,Inscrit,"SAS, société par actions simplifiée",5710,58.29C,Édition de logiciels applicatifs,Édition,21,50,99,2023,2015-11-17,PARIS,75002,75102,12 RUE VIVIENNE,LOT 3,75
351630009,35163000900261,RETIF,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,46.69C,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,"Commerce de gros, à l'exception des automobiles et des motocycles",31,200,249,2022,1989-07-28,VILLENEUVE-LOUBET,06270,06161,679 AVENUE DOCTEUR JULIEN LEFEBVRE,IMMEUBLE TWINS 1,75
422500660,42250066000291,SARL ORGANIDEM,True,0,Inscrit,"SAS, société par actions simplifiée",5710,49.42Z,Services de déménagement,Transports terrestres et transport par conduites,21,50,99,2022,1999-04-06,MITRY-MORY,77290,77294,39 RUE GAY LUSSAC,,75
784281099,78428109900043,ETSUP ECOLE SUPERIEURE DE TRAVAIL SOCIAL,True,0,Non inscrit,Association déclarée,9220,85.59B,Autres enseignements,Enseignement,22,100,199,2023,1985-04-01,PARIS,75015,75115,33 AVENUE DU MAINE,TOUR MAINE MONTPARNASSE,75
344386701,34438670100074,FFE FEDERATION FRANCAISE D EQUITATION,True,0,Non inscrit,Association déclarée,9220,93.19Z,Autres activités liées au sport,"Activités sportives, récréatives et de loisirs",22,100,199,2022,1988-01-01,LAMOTTE-BEUVRON,41600,41106,ST MAURICE NORD,PARC EQUESTRE FEDERAL,75
438273575,43827357500086,SMURFIT WESTROCK CONSUMER PACKAGING SAS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,17.21B,Fabrication de cartonnages,Industrie du papier et du carton,32,250,499,2023,2001-01-01,LISSES,91090,91340,43 RUE DU BOIS CHALAND,43-45,75
775695901,77569590100063,AUBADE PARIS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,14.14Z,Fabrication de vêtements de dessous,Industrie de l'habillement,32,250,499,2023,1956-01-01,PARIS,75001,75101,10 RUE DU COLONEL DRIANT,10 A 12,75
824530703,82453070300019,PARSEVRES,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,47.11D,Supermarchés,"Commerce de détail, à l'exception des automobiles et des motocycles",21,50,99,2023,2016-12-21,MONDEVILLE,14120,14437,ROUTE DE PARIS,ZI,75
338234891,33823489100327,SODISTOUR,True,0,Inscrit,SA à conseil d'administration (s.a.i.),5599,79.11Z,Activités des agences de voyage,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",32,250,499,2022,1986-07-01,PARIS 9,75009,75109,10 RUE DU FAUBOURG MONTMARTRE,,75
378929350,37892935000023,GEMOVIE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,87.10A,Hébergement médicalisé pour personnes âgées,Hébergement médico-social et social,21,50,99,2022,1990-08-06,PARIS,75014,75114,189 AVENUE DU MAINE,,75
612053207,61205320701395,NEUFTEX,True,0,Inscrit,"SAS, société par actions simplifiée",5710,47.51Z,Commerce de détail de textiles en magasin spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",32,250,499,2023,1961-01-01,AUBERVILLIERS,93300,93001,45 AVENUE VICTOR HUGO,,75
503107682,50310768200026,GAZ-OPALE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,70.10Z,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,21,50,99,2023,2008-03-07,DUNKERQUE,59140,59183,30 RUE L HERMITTE,IMMEUBLE LES TROIS PONTS,75
330940412,33094041200019,DVMB DARROIS VILLEY MAILLOT BROCHIER,True,0,Non inscrit,Association d'avocats à responsabilité professionnelle individuelle,9224,69.10Z,Activités juridiques,Activités juridiques,21,50,99,2022,1984-10-01,PARIS,75016,75116,69 AVENUE VICTOR HUGO,,75
818876591,81887659100038,TENZING,True,0,Inscrit,"SAS, société par actions simplifiée",5710,70.22Z,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,21,50,99,2023,2016-03-02,PARIS,75009,75109,12 RUE GODOT DE MAUROY,,75
403072101,40307210100039,JELD-WEN FRANCE,True,0,Inscrit,"SAS, société par actions simplifiée",5710,16.23Z,Fabrication de charpentes et d'autres menuiseries,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",32,250,499,2022,1995-11-21,EAUZE,32800,32119,35 AVENUE DE LA TENAREZE,,75
447881780,44788178000012,ARCHIVES GENEALOGIQUES ANDRIVEAU,True,0,Inscrit,"SAS, société par actions simplifiée",5710,69.10Z,Activités juridiques,Activités juridiques,22,100,199,2022,2003-04-01,PARIS,75006,75106,18 RUE DU CHERCHE-MIDI,,75
331233940,33123394000062,BURSON GROUP,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,70.21Z,Conseil en relations publiques et communication,Activités des sièges sociaux ; conseil de gestion,22,100,199,2022,1984-12-06,LEVALLOIS-PERRET,92300,92044,145 RUE ANATOLE FRANCE,145-149,75
444640825,44464082500253,GIE GAM RESTAURANT,True,0,Inscrit,"GIE, groupement d'intérêt économique",6220,56.29B,Autres services de restauration n.c.a.,Restauration,32,250,499,2023,2003-01-01,PARIS,75002,75102,3 RUE D'ANTIN,,75
330178666,33017866600088,INSTITUT SUPERIEUR D'INFORMATIQUE ET DE MANAGEMENT DE L'INFORMATION,True,0,Inscrit,"SAS, société par actions simplifiée",5710,85.59B,Autres enseignements,Enseignement,21,50,99,2023,1995-07-01,BOULOGNE-BILLANCOURT,92100,92012,85 AVENUE PIERRE GRENIER,,75
746050087,74605008700079,SOCIETE BOURGEOIS FRERES,True,0,Inscrit,"SAS, société par actions simplifiée",5710,10.61A,Meunerie,Industries alimentaires,21,50,99,2023,1960-01-01,PARIS,75012,75112,19 AVENUE DU BEL AIR,,75
794381202,79438120200033,QUANTCUBE TECHNOLOGY,True,0,Inscrit,"SAS, société par actions simplifiée",5710,63.11Z,"Traitement de données, hébergement et activités connexes",Services d'information,21,50,99,2022,2013-07-12,PARIS,75002,75102,15 BOULEVARD POISSONNIERE,,75
775666100,77566610000018,FEDER NAT COLLECT CONCED REGIE,True,0,Non inscrit,Association déclarée,9220,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives,21,50,99,2022,1900-01-01,PARIS,75007,75107,20 BOULEVARD DE LA TOUR-MAUBOURG,,75
160022034,16002203400849,DVNI DIRECTION DES VERIFICATIONS NATIONALES ET INTERNATIONALES,True,0,Non inscrit,Service déconcentré à compétence nationale d'un ministère (hors Défense),7160,84.11Z,Administration publique générale,Administration publique et défense ; sécurité sociale obligatoire,32,250,499,2022,1983-03-01,ROMAINVILLE,93230,93063,56 AVENUE DE METZ,,75
799640628,79964062800035,AML MULTISERVICES,True,0,Inscrit,"SAS, société par actions simplifiée",5710,81.21Z,Nettoyage courant des bâtiments,Services relatifs aux bâtiments et aménagement paysager,21,50,99,2022,2014-01-02,BOISSY-SAINT-LEGER,94470,94004,3 AVENUE CHARLES DE GAULLE,,75
180092165,18009216500018,ACADEMIE NATIONALE DE MEDECINE,True,0,Non inscrit,Établissement public national à caractère administratif,7389,84.12Z,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale",Administration publique et défense ; sécurité sociale obligatoire,22,100,199,2022,1947-03-01,PARIS,75006,75106,16 RUE BONAPARTE,,75
334821626,33482162600010,ASS ST LOUIS DE GONZAGUE,True,0,Non inscrit,Association déclarée,9220,85.31Z,Enseignement secondaire général,Enseignement,31,200,249,2022,1986-02-20,PARIS,75016,75116,12 RUE BENJAMIN FRANKLIN,,75
197505753,19750575300024,COLLEGE SONIA DELAUNAY,True,0,Non inscrit,Établissement public local d'enseignement,7331,85.31Z,Enseignement secondaire général,Enseignement,21,50,99,2022,1965-05-01,PARIS,75019,75119,14 RUE EURYALE DEHAYNIN,14 A 16,75
314344235,31434423500028,AFTRAL SERVICE,True,0,Non inscrit,Association déclarée,9220,82.99Z,Autres activités de soutien aux entreprises n.c.a.,Activités administratives et autres activités de soutien aux entreprises,31,200,249,2022,1978-01-01,PARIS,75017,75117,46 AVENUE DE VILLIERS,,75
500798335,50079833500039,ORCHESTRE PROMETHEE,True,0,Non inscrit,Association déclarée,9220,90.01Z,Arts du spectacle vivant,"Activités créatives, artistiques et de spectacle",21,50,99,2022,2007-08-07,PARIS,75008,75108,148 BOULEVARD HAUSSMANN,,75
197506082,19750608200019,COLLEGE ANNE FRANK,True,0,Non inscrit,Établissement public local d'enseignement,7331,85.31Z,Enseignement secondaire général,Enseignement,21,50,99,2022,1969-04-03,PARIS,75011,75111,38 RUE TROUSSEAU,,75
391298965,39129896500032,GRANDIS,True,0,Inscrit,"SAS, société par actions simplifiée",5710,14.13Z,Fabrication de vêtements de dessus,Industrie de l'habillement,22,100,199,2022,1993-05-06,SAINT-PAIR-SUR-MER,50380,50532,ZAC DU CROISSANT,,75
517672309,51767230900062,DECYBEN,True,0,Inscrit,"SAS, société par actions simplifiée",5710,62.01Z,Programmation informatique,"Programmation, conseil et autres activités informatiques",22,100,199,2023,2009-11-02,PARIS,75014,75114,27 AVENUE JEAN MOULIN,,75
820273555,82027355500061,AUBE BEDDING,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,31.03Z,Fabrication de matelas,Fabrication de meubles,32,250,499,2022,2016-05-11,SAINT-DENIS,93210,93066,30 RUE PROUDHON,BATIMENT 106,75
749811881,74981188100053,FLEX-N-GATE MARLES,True,0,Inscrit,"SAS, société par actions simplifiée",5710,22.29A,Fabrication de pièces techniques à base de matières plastiques,Fabrication de produits en caoutchouc et en plastique,32,250,499,2022,2012-02-13,AUDINCOURT,25400,25031,18 B RUE DE VERDUN,,75
348968660,34896866000046,CREAPOLE,True,0,Inscrit,SA à conseil d'administration (s.a.i.),5599,85.59B,Autres enseignements,Enseignement,21,50,99,2022,1988-12-20,PARIS,75001,75101,128 RUE DE RIVOLI,,75
817490899,81749089900025,TABESTO,True,0,Inscrit,"SAS, société par actions simplifiée",5710,58.29C,Édition de logiciels applicatifs,Édition,21,50,99,2022,2015-12-22,VINCENNES,94300,94080,112 AVENUE DE PARIS,CS 60002,75
843545716,84354571600063,DM SECURITY,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,80.10Z,Activités de sécurité privée,Enquêtes et sécurité,22,100,199,2023,2018-11-01,PARIS,75008,75108,19 BOULEVARD MALESHERBES,,75
503648180,50364818000043,DENYS FRANCE,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,42.21Z,Construction de réseaux pour fluides,Génie civil,21,50,99,2023,2008-03-15,MERIGNAC,33700,33281,29 RUE NICOLAS LEBLANC,,75
421317058,42131705800012,SOFICAR,True,0,Inscrit,"SASU, société par actions simplifiée unipersonnelle",5720,56.10C,Restauration de type rapide,Restauration,21,50,99,2022,1998-12-14,PARIS,75018,75118,18 BOULEVARD DE CLICHY,18-20,75
480716042,48071604200126,LES CONCERTS DE POCHE,True,0,Non inscrit,Association déclarée,9220,90.01Z,Arts du spectacle vivant,"Activités créatives, artistiques et de spectacle",21,50,99,2022,2002-11-04,FERICY,77133,77179,1 ROUTE DE BARBEAU,,75
317468932,31746893200023,VIE ET AVENIR,True,0,Non inscrit,Association déclarée,9220,88.10C,Aide par le travail,Action sociale sans hébergement,21,50,99,2022,1979-01-01,PARIS,75015,75115,6 RUE DE L'AMIRAL ROUSSIN,,75
784401846,78440184600018,ASS GESTION CENTRE MEDICAL EUROPE ANNEXE,True,0,Non inscrit,Association déclarée,9220,86.21Z,Activité des médecins généralistes,Activités pour la santé humaine,32,250,499,2022,1900-01-01,PARIS,75009,75109,44 RUE D'AMSTERDAM,,75
775671027,77567102700032,AMBASSADE DU CANADA,True,0,Non inscrit,"État, collectivité ou établissement public étranger",3210,99.00Z,Activités des organisations et organismes extraterritoriaux,Activités des organisations et organismes extraterritoriaux,22,100,199,2022,1900-01-01,PARIS,75008,75108,130 RUE DU FAUBOURG SAINT-HONORE,,75
197517907,19751790700014,COLLEGE PIERRE ALVISET,True,0,Non inscrit,Établissement public local d'enseignement,7331,85.31Z,Enseignement secondaire général,Enseignement,21,50,99,2022,1965-05-01,PARIS,75005,75105,88 RUE MONGE,,75
